產業,分類,股票代碼,股票名稱
軟體,系統整合,6902,GOGOLOOK
軟體,系統整合,6906,現觀科
軟體,系統整合,6910,德鴻
軟體,系統整合,6925,意藍
軟體,系統整合,7547,碩網
軟體,系統整合,7721,微程式
軟體,系統整合,7747,昕奇雲端
軟體,系統整合,7765,中華資安
軟體,系統整合,7767,仁大資訊
軟體,系統整合,7819,精誠金融
軟體,系統整合,7823,奧義賽博-KY創
軟體,系統整合,8099,大世科
軟體,系統整合,8284,三竹
軟體,系統整合,8416,實威
軟體,系統整合,8932,智通*
軟體,遊戲,3064,泰偉
軟體,遊戲,3083,網龍
軟體,遊戲,3086,華義*
軟體,遊戲,3293,鈊象
軟體,遊戲,3546,宇峻
軟體,遊戲,4946,辣椒
軟體,遊戲,4994,傳奇
軟體,遊戲,5478,智冠
軟體,遊戲,6111,光聚晶電
軟體,遊戲,6169,昱泉
軟體,遊戲,6180,橘子
軟體,遊戲,6482,弘煜科
軟體,遊戲,6542,隆中
軟體,遊戲,7584,樂意
金融,保險,2816,旺旺保
金融,保險,2832,台產
金融,保險,2850,新產
金融,保險,2851,中再保
金融,保險,2852,第一保
金融,保險,2867,三商壽
金融,保險,5878,台名
金融,保險,6028,公勝保經
金融,證券,2820,華票
金融,證券,2855,統一證
金融,證券,5864,致和證
金融,證券,6005,群益證
金融,證券,6015,宏遠證
金融,證券,6016,康和證
金融,證券,6020,大展證
金融,證券,6021,美好證
金融,證券,6023,元大期
金融,證券,6024,群益期
金融,證券,6026,福邦證
金融,金控,2880,華南金
金融,金控,2881,富邦金
金融,金控,2882,國泰金
金融,金控,2883,凱基金
金融,金控,2884,玉山金
金融,金控,2885,元大金
金融,金控,2886,兆豐金
金融,金控,2887,台新新光金
金融,金控,2889,國票金
金融,金控,2890,永豐金
金融,金控,2891,中信金
金融,金控,2892,第一金
金融,金控,5880,合庫金
金融,銀行,2801,彰銀
金融,銀行,2812,台中銀
金融,銀行,2834,臺企銀
金融,銀行,2836,高雄銀
金融,銀行,2838,聯邦銀
金融,銀行,2845,遠東銀
金融,銀行,2849,安泰銀
金融,銀行,2897,王道銀行
金融,銀行,5876,上海商銀
電子上游,ABF,3037,欣興
電子上游,ABF,3189,景碩
電子上游,ABF,8046,南電
電子上游,DRAM銷售,2451,創見
電子上游,DRAM銷售,3135,凌航
電子上游,DRAM銷售,3260,威剛
電子上游,DRAM銷售,4967,十銓
電子上游,DRAM銷售,5289,宜鼎
電子上游,DRAM銷售,8084,巨虹
電子上游,DRAM銷售,8088,品安
電子上游,DRAM銷售,8271,宇瞻
電子上游,DRAM銷售,8277,商丞
電子上游,IC-DRAM製造,2408,南亞科
電子上游,IC-代工,1560,中砂
電子上游,IC-代工,2303,聯電
電子上游,IC-代工,2330,台積電
電子上游,IC-代工,2342,茂矽
電子上游,IC-代工,3105,穩懋
電子上游,IC-代工,4991,環宇-KY
電子上游,IC-代工,5222,全訊
電子上游,IC-代工,5299,杰力
電子上游,IC-代工,5347,世界
電子上游,IC-代工,6770,力積電
電子上游,IC-代工,8086,宏捷科
電子上游,IC-其他,3289,宜特
電子上游,IC-其他,3467,台灣精材
電子上游,IC-其他,3587,閎康
電子上游,IC-其他,3714,富采
電子上游,IC-其他,6146,耕興
電子上游,IC-其他,6231,系微
電子上游,IC-其他,6425,易發
電子上游,IC-其他,6830,汎銓
電子上游,IC-其他,7728,光焱科技
電子上游,IC-其他,7734,印能科技
電子上游,IC-半導體設備,2338,光罩
電子上游,IC-半導體設備,3131,弘塑
電子上游,IC-半導體設備,3178,公準
電子上游,IC-半導體設備,3413,京鼎
電子上游,IC-半導體設備,3583,辛耘
電子上游,IC-半導體設備,3680,家登
電子上游,IC-半導體設備,5443,均豪
電子上游,IC-半導體設備,6187,萬潤
電子上游,IC-半導體設備,6532,瑞耘
電子上游,IC-半導體設備,6640,均華
電子上游,IC-半導體設備,6683,雍智科技
電子上游,IC-半導體設備,6725,矽科宏晟
電子上游,IC-半導體設備,6788,華景電
電子上游,IC-半導體設備,6823,濾能
電子上游,IC-半導體設備,6909,創控
電子上游,IC-半導體設備,6937,天虹
電子上游,IC-半導體設備,6953,家碩
電子上游,IC-半導體設備,7556,意德士
電子上游,IC-半導體設備,7751,竑騰
電子上游,IC-半導體設備,7769,鴻勁
電子上游,IC-半導體設備,7795,長廣
電子上游,IC-半導體設備,7822,倍利科
電子上游,IC-半導體設備,8028,昇陽半導體
電子上游,IC-半導體設備,8091,翔名
電子上游,IC-封測,2329,華泰
電子上游,IC-封測,2369,菱生
電子上游,IC-封測,2441,超豐
電子上游,IC-封測,2449,京元電子
電子上游,IC-封測,3264,欣銓
電子上游,IC-封測,3265,台星科
電子上游,IC-封測,3372,典範
電子上游,IC-封測,3374,精材
電子上游,IC-封測,3450,聯鈞
電子上游,IC-封測,3567,逸昌
電子上游,IC-封測,3581,博磊
電子上游,IC-封測,3711,日月光投控
電子上游,IC-封測,5344,立衛
電子上游,IC-封測,6147,頎邦
電子上游,IC-封測,6223,旺矽
電子上游,IC-封測,6239,力成
電子上游,IC-封測,6257,矽格
電子上游,IC-封測,6261,久元
電子上游,IC-封測,6271,同欣電
電子上游,IC-封測,6451,訊芯-KY
電子上游,IC-封測,6510,精測
電子上游,IC-封測,6515,穎崴
電子上游,IC-封測,6525,捷敏-KY
電子上游,IC-封測,6552,易華電
電子上游,IC-封測,7810,捷創科技
電子上游,IC-封測,8110,華東
電子上游,IC-封測,8131,福懋科
電子上游,IC-封測,8150,南茂
電子上游,IC-封測,8162,微矽電子-創
電子上游,IC-導線架,2351,順德
電子上游,IC-導線架,2483,百容
電子上游,IC-導線架,2486,一詮
電子上游,IC-導線架,5285,界霖
電子上游,IC-導線架,6548,長科*
電子上游,IC-導線架,8070,長華*
電子上游,IC-製造,2302,麗正
電子上游,IC-製造,2337,旺宏
電子上游,IC-製造,2344,華邦電
電子上游,IC-製造,2434,統懋
電子上游,IC-製造,2481,強茂
電子上游,IC-製造,3150,鈺寶-創
電子上游,IC-製造,3675,德微
電子上游,IC-製造,6573,虹揚-KY
電子上游,IC-製造,7712,博盛半導體
電子上游,IC-設計,2363,矽統
電子上游,IC-設計,2379,瑞昱
電子上游,IC-設計,2388,威盛
電子上游,IC-設計,2401,凌陽
電子上游,IC-設計,2436,偉詮電
電子上游,IC-設計,2454,聯發科
電子上游,IC-設計,2458,義隆
電子上游,IC-設計,3034,聯詠
電子上游,IC-設計,3041,揚智
電子上游,IC-設計,3094,聯傑
電子上游,IC-設計,3122,笙泉
電子上游,IC-設計,3141,晶宏
電子上游,IC-設計,3169,亞信
電子上游,IC-設計,3227,原相
電子上游,IC-設計,3228,金麗科
電子上游,IC-設計,3257,虹冠電
電子上游,IC-設計,3259,鑫創
電子上游,IC-設計,3268,海德威
電子上游,IC-設計,3288,點晶
電子上游,IC-設計,3317,尼克森
電子上游,IC-設計,3438,類比科
電子上游,IC-設計,3527,聚積
電子上游,IC-設計,3530,晶相光
電子上游,IC-設計,3545,敦泰
電子上游,IC-設計,3556,禾瑞亞
電子上游,IC-設計,3588,通嘉
電子上游,IC-設計,3592,瑞鼎
電子上游,IC-設計,4919,新唐
電子上游,IC-設計,4951,精拓科
電子上游,IC-設計,4952,凌通
電子上游,IC-設計,4961,天鈺
電子上游,IC-設計,4966,譜瑞-KY
電子上游,IC-設計,4968,立積
電子上游,IC-設計,4973,廣穎
電子上游,IC-設計,5236,凌陽創新
電子上游,IC-設計,5269,祥碩
電子上游,IC-設計,5272,笙科
電子上游,IC-設計,5274,信驊
電子上游,IC-設計,5302,太欣
電子上游,IC-設計,5468,凱鈺
電子上游,IC-設計,5471,松翰
電子上游,IC-設計,5487,通泰
電子上游,IC-設計,6103,合邦
電子上游,IC-設計,6104,創惟
電子上游,IC-設計,6129,普誠
電子上游,IC-設計,6138,茂達
電子上游,IC-設計,6202,盛群
電子上游,IC-設計,6229,研通
電子上游,IC-設計,6233,旺玖
電子上游,IC-設計,6237,驊訊
電子上游,IC-設計,6243,迅杰
電子上游,IC-設計,6291,沛亨
電子上游,IC-設計,6411,晶焱
電子上游,IC-設計,6415,矽力*-KY
電子上游,IC-設計,6435,大中
電子上游,IC-設計,6462,神盾
電子上游,IC-設計,6485,點序
電子上游,IC-設計,6494,九齊
電子上游,IC-設計,6526,達發
電子上游,IC-設計,6568,宏觀
電子上游,IC-設計,6651,全宇昕
電子上游,IC-設計,6679,鈺太
電子上游,IC-設計,6684,安格
電子上游,IC-設計,6693,廣閎科
電子上游,IC-設計,6695,芯鼎
電子上游,IC-設計,6708,天擎
電子上游,IC-設計,6716,應廣
電子上游,IC-設計,6719,力智
電子上游,IC-設計,6720,久昌
電子上游,IC-設計,6732,昇佳電子
電子上游,IC-設計,6756,威鋒電子
電子上游,IC-設計,6799,來頡
電子上游,IC-設計,6907,雅特力-KY
電子上游,IC-設計,6921,嘉雨思-創
電子上游,IC-設計,6962,奕力-KY
電子上游,IC-設計,7770,君曜
電子上游,IC-設計,8016,矽創
電子上游,IC-設計,8024,佑華
電子上游,IC-設計,8040,九暘
電子上游,IC-設計,8054,安國
電子上游,IC-設計,8081,致新
電子上游,IC-設計,8102,傑霖科技
電子上游,IC-設計,8261,富鼎
電子上游,IC-通路,2347,聯強
電子上游,IC-通路,3010,華立
電子上游,IC-通路,3028,增你強
電子上游,IC-通路,3033,威健
電子上游,IC-通路,3036,文曄
電子上游,IC-通路,3048,益登
電子上游,IC-通路,3209,全科
電子上游,IC-通路,3232,昱捷
電子上游,IC-通路,3312,弘憶股
電子上游,IC-通路,3360,尚立
電子上游,IC-通路,3388,崇越電
電子上游,IC-通路,3444,利機
電子上游,IC-通路,3528,安馳
電子上游,IC-通路,3537,堡達
電子上游,IC-通路,3702,大聯大
電子上游,IC-通路,6113,亞矽
電子上游,IC-通路,6189,豐藝
電子上游,IC-通路,6227,茂綸
電子上游,IC-通路,6259,百徽
電子上游,IC-通路,6265,方土昶
電子上游,IC-通路,6270,倍微
電子上游,IC-通路,6474,華豫寧
電子上游,IC-通路,8032,光菱
電子上游,IC-通路,8068,全達
電子上游,IC-通路,8096,擎亞
電子上游,IC-通路,8112,至上
電子上游,IP/ASIC,3035,智原
電子上游,IP/ASIC,3443,創意
電子上游,IP/ASIC,3529,力旺
電子上游,IP/ASIC,3661,世芯-KY
電子上游,IP/ASIC,6423,億而得
電子上游,IP/ASIC,6533,晶心科
電子上游,IP/ASIC,6643,M31
電子上游,IP/ASIC,7749,意騰-KY
電子上游,IP/ASIC,8227,巨有科技
電子上游,LED及光元件,2340,台亞
電子上游,LED及光元件,2393,億光
電子上游,LED及光元件,2426,鼎元
電子上游,LED及光元件,2429,銘旺科
電子上游,LED及光元件,2438,翔耀
電子上游,LED及光元件,2466,冠西電
電子上游,LED及光元件,3031,佰鴻
電子上游,LED及光元件,3066,李洲
電子上游,LED及光元件,3339,泰谷
電子上游,LED及光元件,3437,榮創
電子上游,LED及光元件,3531,先益
電子上游,LED及光元件,3591,艾笛森
電子上游,LED及光元件,3609,三一東林
電子上游,LED及光元件,3717,聯嘉投控
電子上游,LED及光元件,4956,光鋐
電子上游,LED及光元件,5230,雷笛克光學
電子上游,LED及光元件,5244,弘凱
電子上游,LED及光元件,6164,華興
電子上游,LED及光元件,6168,宏齊
電子上游,LED及光元件,6222,立軒
電子上游,LED及光元件,6226,光鼎
電子上游,LED及光元件,6246,臺龍
電子上游,LED及光元件,6597,立誠
電子上游,LED及光元件,6706,惠特
電子上游,LED及光元件,6789,采鈺
電子上游,LED及光元件,6854,錼創科技-KY創
電子上游,LED及光元件,7717,萊德光電-KY
電子上游,LED及光元件,8111,立碁
電子上游,LED及光元件,911868,同方友友-DR
電子上游,PCB-材料設備,1595,川寶
電子上游,PCB-材料設備,1815,富喬
電子上游,PCB-材料設備,2383,台光電
電子上游,PCB-材料設備,2467,志聖
電子上游,PCB-材料設備,2493,揚博
電子上游,PCB-材料設備,3305,昇貿
電子上游,PCB-材料設備,3455,由田
電子上游,PCB-材料設備,4542,科嶠
電子上游,PCB-材料設備,4577,達航科技
電子上游,PCB-材料設備,4770,上品
電子上游,PCB-材料設備,4989,榮科
電子上游,PCB-材料設備,5234,達興材料
電子上游,PCB-材料設備,5340,建榮
電子上游,PCB-材料設備,5475,德宏
電子上游,PCB-材料設備,5498,凱崴
電子上游,PCB-材料設備,6192,巨路
電子上游,PCB-材料設備,6213,聯茂
電子上游,PCB-材料設備,6217,中探針
電子上游,PCB-材料設備,6234,高僑
電子上游,PCB-材料設備,6266,泰詠
電子上游,PCB-材料設備,6274,台燿
電子上游,PCB-材料設備,6658,聯策
電子上游,PCB-材料設備,6664,群翊
電子上游,PCB-材料設備,6727,亞泰金屬
電子上游,PCB-材料設備,6835,圓裕
電子上游,PCB-材料設備,8021,尖點
電子上游,PCB-材料設備,8074,鉅橡
電子上游,PCB-材料設備,8291,尚茂
電子上游,PCB-材料設備,8358,金居
電子上游,PCB-製造,2313,華通
電子上游,PCB-製造,2316,楠梓電
電子上游,PCB-製造,2355,敬鵬
電子上游,PCB-製造,2367,燿華
電子上游,PCB-製造,2368,金像電
電子上游,PCB-製造,2402,毅嘉
電子上游,PCB-製造,3044,健鼎
電子上游,PCB-製造,3115,富榮綱
電子上游,PCB-製造,3229,晟鈦
電子上游,PCB-製造,3276,宇環
電子上游,PCB-製造,3321,同泰
電子上游,PCB-製造,3354,律勝
電子上游,PCB-製造,3390,旭軟
電子上游,PCB-製造,3631,晟楠
電子上游,PCB-製造,3645,達邁
電子上游,PCB-製造,3715,定穎投控
電子上游,PCB-製造,4909,新復興
電子上游,PCB-製造,4927,泰鼎-KY
電子上游,PCB-製造,4939,亞電
電子上游,PCB-製造,4958,臻鼎-KY
電子上游,PCB-製造,5291,邑昇
電子上游,PCB-製造,5355,佳總
電子上游,PCB-製造,5439,高技
電子上游,PCB-製造,5464,霖宏
電子上游,PCB-製造,5469,瀚宇博
電子上游,PCB-製造,6108,競國
電子上游,PCB-製造,6114,久威
電子上游,PCB-製造,6141,柏承
電子上游,PCB-製造,6153,嘉聯益
電子上游,PCB-製造,6156,松上
電子上游,PCB-製造,6191,精成科
電子上游,PCB-製造,6194,育富
電子上游,PCB-製造,6210,慶生
電子上游,PCB-製造,6269,台郡
電子上游,PCB-製造,6278,台表科
電子上游,PCB-製造,6672,騰輝電子-KY
電子上游,PCB-製造,6924,榮惠-KY創
電子上游,PCB-製造,8039,台虹
電子上游,PCB-製造,8155,博智
電子上游,PCB-製造,8183,精星
電子上游,PCB-製造,8213,志超
電子上游,半導體元件,2455,全新
電子上游,半導體元件,3081,聯亞
電子上游,半導體元件,5434,崇越
電子上游,半導體元件,6208,日揚
電子上游,半導體元件,6829,千附精密
電子上游,晶圓材料,3016,嘉晶
電子上游,晶圓材料,3532,台勝科
電子上游,晶圓材料,3707,漢磊
電子上游,晶圓材料,4971,IET-KY
電子上游,晶圓材料,6182,合晶
電子上游,晶圓材料,6488,環球晶
電子上游,晶圓材料,7768,頌勝科技
電子上游,被動元件,2327,國巨*
電子上游,被動元件,2375,凱美
電子上游,被動元件,2428,興勤
電子上游,被動元件,2472,立隆電
電子上游,被動元件,2478,大毅
電子上游,被動元件,2484,希華
電子上游,被動元件,2492,華新科
電子上游,被動元件,3026,禾伸堂
電子上游,被動元件,3042,晶技
電子上游,被動元件,3090,日電貿
電子上游,被動元件,3152,璟德
電子上游,被動元件,3207,耀勝
電子上游,被動元件,3221,台嘉碩
電子上游,被動元件,3236,千如
電子上游,被動元件,3357,臺慶科
電子上游,被動元件,3363,上詮
電子上游,被動元件,3624,光頡
電子上游,被動元件,4760,勤凱
電子上游,被動元件,4923,力士
電子上游,被動元件,5228,鈺鎧
電子上游,被動元件,6127,九豪
電子上游,被動元件,6155,鈞寶
電子上游,被動元件,6173,信昌電
電子上游,被動元件,6174,安碁
電子上游,被動元件,6175,立敦
電子上游,被動元件,6204,艾華
電子上游,被動元件,6224,聚鼎
電子上游,被動元件,6284,佳邦
電子上游,被動元件,6292,迅德
電子上游,被動元件,6417,韋僑
電子上游,被動元件,6432,今展科
電子上游,被動元件,6449,鈺邦
電子上游,被動元件,6642,富致
電子上游,被動元件,6792,詠業
電子上游,被動元件,6821,聯寶
電子上游,被動元件,6834,天二科技
電子上游,被動元件,6899,創為精密
電子上游,被動元件,8042,金山電
電子上游,被動元件,8043,蜜望實
電子上游,被動元件,8121,越峰
電子上游,被動元件,8182,加高
電子上游,被動元件,8289,泰藝
電子上游,記憶體IC設計,3006,晶豪科
電子上游,記憶體IC設計,3014,聯陽
電子上游,記憶體IC設計,5351,鈺創
電子上游,記憶體IC設計,6531,愛普*
電子上游,記憶體IC設計,8299,群聯
電子上游,連接元件,1336,台翰
電子上游,連接元件,1582,信錦
電子上游,連接元件,2328,廣宇
電子上游,連接元件,2392,正崴
電子上游,連接元件,2440,太空梭
電子上游,連接元件,2460,建通
電子上游,連接元件,2462,良得電
電子上游,連接元件,2476,鉅祥
電子上游,連接元件,3003,健和興
電子上游,連接元件,3011,今皓
電子上游,連接元件,3021,鴻名
電子上游,連接元件,3023,信邦
電子上游,連接元件,3092,鴻碩
電子上游,連接元件,3217,優群
電子上游,連接元件,3290,東浦
電子上游,連接元件,3310,佳穎
電子上游,連接元件,3322,建舜電
電子上游,連接元件,3376,新日興
電子上游,連接元件,3432,台端
電子上游,連接元件,3484,崧騰
電子上游,連接元件,3492,長盛
電子上游,連接元件,3501,維熹
電子上游,連接元件,3511,矽瑪
電子上游,連接元件,3520,華盈
電子上游,連接元件,3526,凡甲
電子上游,連接元件,3533,嘉澤
電子上游,連接元件,3548,兆利
電子上游,連接元件,3597,映興
電子上游,連接元件,3605,宏致
電子上游,連接元件,3646,艾恩特
電子上游,連接元件,3665,貿聯-KY
電子上游,連接元件,3679,新至陞
電子上游,連接元件,3689,湧德
電子上游,連接元件,3710,連展投控
電子上游,連接元件,4545,銘鈺
電子上游,連接元件,4912,聯德控股-KY
電子上游,連接元件,4999,鑫禾
電子上游,連接元件,5457,宣德
電子上游,連接元件,5460,同協
電子上游,連接元件,5488,松普
電子上游,連接元件,6115,鎰勝
電子上游,連接元件,6126,信音
電子上游,連接元件,6133,金橋
電子上游,連接元件,6134,萬旭
電子上游,連接元件,6158,禾昌
電子上游,連接元件,6185,幃翔
電子上游,連接元件,6197,佳必琪
電子上游,連接元件,6205,詮欣
電子上游,連接元件,6220,岳豐
電子上游,連接元件,6272,驊陞
電子上游,連接元件,6290,良維
電子上游,連接元件,6418,詠昇
電子上游,連接元件,6715,嘉基
電子上游,連接元件,6805,富世達
電子上游,連接元件,6913,鴻呈
電子上游,連接元件,8071,能率網通
電子上游,連接元件,8103,瀚荃
電子上游,連接元件,8147,正淩
電子上游,連接元件,8431,匯鑽科
電子下游,其他,2323,中環
電子下游,其他,2349,錸德
電子下游,其他,2359,所羅門
電子下游,其他,3050,鈺德
電子下游,其他,4585,達明
電子下游,其他,4931,新盛力
電子下游,其他,6277,宏正
電子下游,其他,6512,啟發電
電子下游,其他,6855,數泓科
電子下游,其他,6884,海柏特
電子下游,其他,8047,星雲
電子下游,其他,8499,鼎炫-KY
電子下游,商業自動化,2482,連宇
電子下游,商業自動化,5258,虹堡
電子下游,商業自動化,5490,同亨
電子下游,商業自動化,6160,欣技
電子下游,商業自動化,6206,飛捷
電子下游,商業自動化,8076,伍豐
電子下游,商業自動化,8114,振樺電
電子下游,太陽能,2406,國碩
電子下游,太陽能,3027,盛達
電子下游,太陽能,3576,聯合再生
電子下游,太陽能,3686,達能
電子下游,太陽能,3691,碩禾
電子下游,太陽能,3713,新晶投控
電子下游,太陽能,4934,太極
電子下游,太陽能,4949,有成精密
電子下游,太陽能,5432,新門
電子下游,太陽能,5483,中美晶
電子下游,太陽能,6244,茂迪
電子下游,太陽能,6443,元晶
電子下游,太陽能,6477,安集
電子下游,太陽能,6692,進能服
電子下游,太陽能,6806,森崴能源
電子下游,太陽能,6869,雲豹能源
電子下游,太陽能,6873,泓德能源
電子下游,太陽能,8087,麗升能源
電子下游,安全監控,2390,云辰
電子下游,安全監控,3128,昇銳
電子下游,安全監控,3297,杭特
電子下游,安全監控,3356,奇偶
電子下游,安全監控,3434,哲固
電子下游,安全監控,3664,安瑞-KY
電子下游,安全監控,4976,佳凌
電子下游,安全監控,5251,天鉞電
電子下游,安全監控,5484,慧友
電子下游,安全監控,5489,彩富
電子下游,安全監控,6419,京晨科
電子下游,安全監控,6556,勝品
電子下游,安全監控,6560,欣普羅
電子下游,安全監控,6722,輝創
電子下游,安全監控,8072,陞泰
電子下游,安全監控,9917,中保科
電子下游,安全監控,9925,新保
電子下游,工業電腦,2395,研華
電子下游,工業電腦,2397,友通
電子下游,工業電腦,3022,威強電
電子下游,工業電腦,3046,建碁
電子下游,工業電腦,3088,艾訊
電子下游,工業電腦,3416,融程電
電子下游,工業電腦,3479,安勤
電子下游,工業電腦,3564,其陽
電子下游,工業電腦,3577,泓格
電子下游,工業電腦,3594,磐儀
電子下游,工業電腦,3611,鼎翰
電子下游,工業電腦,3652,精聯
電子下游,工業電腦,4916,事欣科
電子下游,工業電腦,6161,捷波
電子下游,工業電腦,6166,凌華
電子下游,工業電腦,6414,樺漢
電子下游,工業電腦,6441,廣錠
電子下游,工業電腦,6570,維田
電子下游,工業電腦,6579,研揚
電子下游,工業電腦,6680,鑫創電子
電子下游,工業電腦,6922,宸曜
電子下游,工業電腦,6928,攸泰科技
電子下游,工業電腦,7821,神數
電子下游,工業電腦,8050,廣積
電子下游,工業電腦,8234,新漢
電子下游,手機製造,2498,宏達電
電子下游,手機製造,6859,伯特光
電子下游,手機製造,8101,華冠
電子下游,掃描器,2305,全友
電子下游,掃描器,2380,虹光
電子下游,掃描器,4974,亞泰
電子下游,掃描器,5425,台半
電子下游,掃描器,6228,全譜
電子下游,掃描器,6863,永道-KY
電子下游,掃描器,9105,泰金寶-DR
電子下游,數位相機,2374,佳能
電子下游,數位相機,3059,華晶科
電子下游,數位相機,6225,天瀚
電子下游,數位相機,8249,菱光
電子下游,消費電子,1604,聲寶
電子下游,消費電子,1614,三洋電
電子下游,消費電子,1626,艾美特-KY
電子下游,消費電子,2439,美律
電子下游,消費電子,2477,美隆電
電子下游,消費電子,2488,漢平
電子下游,消費電子,3024,憶聲
電子下游,消費電子,3040,遠見
電子下游,消費電子,3047,訊舟
電子下游,消費電子,3285,微端
電子下游,消費電子,3465,進泰電子
電子下游,消費電子,3541,西柏
電子下游,消費電子,4930,燦星網
電子下游,消費電子,5225,東科-KY
電子下游,消費電子,6144,得利影
電子下游,消費電子,6201,亞弘電
電子下游,消費電子,6743,安普新
電子下游,消費電子,7794,宏碁智新
電子下游,消費電子,8033,雷虎
電子下游,消費電子,8201,無敵
電子下游,筆記型電腦,2324,仁寶
電子下游,筆記型電腦,2353,宏碁
電子下游,筆記型電腦,2356,英業達
電子下游,筆記型電腦,2357,華碩
電子下游,筆記型電腦,2362,藍天
電子下游,筆記型電腦,2364,倫飛
電子下游,筆記型電腦,2382,廣達
電子下游,筆記型電腦,3005,神基
電子下游,筆記型電腦,3213,茂訊
電子下游,筆記型電腦,3231,緯創
電子下游,資訊通路,2373,震旦行
電子下游,資訊通路,2414,精技
電子下游,資訊通路,2430,燦坤
電子下游,資訊通路,2433,互盛電
電子下游,資訊通路,2450,神腦
電子下游,資訊通路,2937,集雅社
電子下游,資訊通路,3114,好德
電子下游,資訊通路,3447,展達
電子下游,資訊通路,3709,鑫聯大投控
電子下游,資訊通路,5410,國眾
電子下游,資訊通路,6118,建達
電子下游,資訊通路,6136,富爾特
電子下游,資訊通路,6143,振曜
電子下游,資訊通路,6154,順發
電子下游,資訊通路,6170,統振
電子下游,資訊通路,6281,全國電
電子下游,資訊通路,6776,展碁國際
電子下游,資訊通路,8067,志旭
電子下游,資訊通路,910861,神州-DR
電子下游,電信服務,2412,中華電
電子下游,電信服務,3045,台灣大
電子下游,電信服務,4904,遠傳
電子下游,電腦周邊,2365,昆盈
電子下游,電腦周邊,2385,群光
電子下游,電腦周邊,3272,東碩
電子下游,電腦周邊,3287,廣寰科
電子下游,電腦周邊,3349,寶德
電子下游,電腦周邊,3494,誠研
電子下游,電腦周邊,3540,曜越
電子下游,電腦周邊,4915,致伸
電子下游,電腦周邊,5356,協益
電子下游,電腦周邊,5438,東友
電子下游,電腦周邊,6128,上福
電子下游,電腦周邊,6188,廣明
電子下游,電腦周邊,6908,宏碁遊戲-創
電子下游,顯示器,2352,佳世達
電子下游,顯示器,2489,瑞軒
電子下游,顯示器,3168,眾福科
電子下游,顯示器,4503,金雨
電子下游,顯示器,6577,勁豐
電子下游,顯示器,7753,星亞
電子下游,顯示器,9912,偉聯
電子中游,EMS,2312,金寶
電子中游,EMS,2317,鴻海
電子中游,EMS,3701,大眾控
電子中游,EMS,3706,神達
電子中游,EMS,4938,和碩
電子中游,EMS,6669,緯穎
電子中游,EMS,7711,永擎
電子中游,EMS,7744,崴寶
電子中游,LCD-STN面板,3038,全台
電子中游,LCD-STN面板,3149,正達
電子中游,LCD-STN面板,3615,安可
電子中游,LCD-STN面板,3622,洋華
電子中游,LCD-STN面板,3623,富晶通
電子中游,LCD-STN面板,3673,TPK-KY
電子中游,LCD-STN面板,5220,萬達光電
電子中游,LCD-STN面板,5315,光聯
電子中游,LCD-STN面板,6167,久正
電子中游,LCD-STN面板,6456,GIS-KY
電子中游,LCD-STN面板,6916,華凌
電子中游,LCD-STN面板,8049,晶采
電子中游,LCD-STN面板,8105,凌巨
電子中游,LCD-TFT面板,2409,友達
電子中游,LCD-TFT面板,3481,群創
電子中游,LCD-TFT面板,3543,州巧
電子中游,LCD-TFT面板,4749,新應材
電子中游,LCD-TFT面板,4995,晶達
電子中游,LCD-TFT面板,5245,智晶
電子中游,LCD-TFT面板,6116,彩晶
電子中游,LCD-TFT面板,8069,元太
電子中游,LCD-TFT面板,8104,錸寶
電子中游,LCD-零組件,3049,精金
電子中游,LCD-零組件,3051,力特
電子中游,LCD-零組件,3516,亞帝歐
電子中游,LCD-零組件,3523,迎輝
電子中游,LCD-零組件,3666,光耀
電子中游,LCD-零組件,4933,友輝
電子中游,LCD-零組件,4935,茂林-KY
電子中游,LCD-零組件,4960,誠美材
電子中游,LCD-零組件,5371,中光電
電子中游,LCD-零組件,6120,達運
電子中游,LCD-零組件,6176,瑞儀
電子中游,LCD-零組件,6405,悅城
電子中游,LCD-零組件,6996,力領科技
電子中游,LCD-零組件,8085,福華
電子中游,LCD-零組件,8215,明基材
電子中游,LCD-零組件,8240,華宏
電子中游,NB與手機零組件,2387,精元
電子中游,NB與手機零組件,2432,倚天酷碁-創
電子中游,NB與手機零組件,3017,奇鋐
電子中游,NB與手機零組件,3060,銘異
電子中游,NB與手機零組件,3071,協禧
電子中游,NB與手機零組件,3095,及成
電子中游,NB與手機零組件,3323,加百裕
電子中游,NB與手機零組件,3625,西勝
電子中游,NB與手機零組件,5215,科嘉-KY
電子中游,NB與手機零組件,5223,安力-KY
電子中游,NB與手機零組件,6283,淳安
電子中游,NB與手機零組件,8163,達方
電子中游,PC介面卡,2417,圓剛
電子中游,PC介面卡,5474,聰泰
電子中游,PC介面卡,6150,撼訊
電子中游,主機板,2331,精英
電子中游,主機板,2376,技嘉
電子中游,主機板,2377,微星
電子中游,主機板,2399,映泰
電子中游,主機板,2405,輔信
電子中游,主機板,2425,承啟
電子中游,主機板,2465,麗臺
電子中游,主機板,3515,華擎
電子中游,主機板,5386,青雲
電子中游,二次電池,3211,順達
電子中游,二次電池,5227,立凱-KY
電子中游,二次電池,6121,新普
電子中游,二次電池,6781,AES-KY
電子中游,二次電池,8038,長園科
電子中游,儀器設備工程,2360,致茂
電子中游,儀器設備工程,2404,漢唐
電子中游,儀器設備工程,2423,固緯
